,CV Folds,Comparison,Scaler,Scoring Metric,k:1,k:10,k:11,k:12,k:13,k:14,k:15,k:16,k:17,k:18,k:19,k:2,k:3,k:4,k:5,k:6,k:7,k:8,k:9
45,5,CSVs/AvNotA.csv,MinMaxScaler,MCC,0.8408832321968503,0.8353325370313351,0.8370457577360708,0.8388788307571688,0.8400553087178896,0.8382091227033921,0.8374355500907628,0.8368506184487862,0.8364267802752549,0.8366194272430618,0.831679921852186,0.8507334332357264,0.8429738981096113,0.8439031805399804,0.8392195527997736,0.8434546028860869,0.8353354823805498,0.8339540240656726,0.83617838524214
46,5,CSVs/AvNotA.csv,StandardScaler,MCC,0.8459842249481021,0.8228928024481315,0.8269935439741513,0.8251192639952084,0.824072821252648,0.8240319970539233,0.8225131095907885,0.8223028173046354,0.8215087096337491,0.8213201797638083,0.8205251181317434,0.85677982586902,0.8444914587104849,0.8341773629678251,0.8351884969721646,0.8257558406722666,0.8232462818593975,0.8241317161891333,0.8237055301266378
47,5,CSVs/AvNotA.csv,MaxAbsScaler,MCC,0.8375927034144504,0.8284128679442349,0.8314585742722711,0.8345233296949178,0.8327357606200116,0.8340128115935566,0.8338807661666854,0.8333588191459216,0.832482610233869,0.8331946527656878,0.8321013906114162,0.8441325442920219,0.8393339353768348,0.838684206582629,0.8345466549723651,0.8355676812770948,0.8310747934568088,0.8296174610280287,0.8324582044865119
48,5,CSVs/AvNotA.csv,RobustScaler,MCC,0.8460731279450687,0.8330187561915144,0.830447512337113,0.8323543906652798,0.8294716312902528,0.8276990388820297,0.8256473511345955,0.8249674328805943,0.8226598384857213,0.8225183728509109,0.8230829054972728,0.8524536480233789,0.843291925279088,0.8402734985110591,0.8429510939748985,0.840159113975654,0.8343925517148205,0.8330628274236298,0.8360978641375001
49,5,CSVs/AvNotA.csv,None,MCC,0.7800253745816323,0.7391751596839933,0.7365092050562481,0.7408765258657665,0.7308989127765083,0.7462521884901039,0.7440860072833205,0.7478324671769241,0.7467020423604267,0.7418403504288772,0.7390881191611574,0.7755417484562288,0.7760831018664485,0.7711028993951338,0.7791143817823085,0.7645487139712812,0.7448580204266347,0.755641694292311,0.7329118580100733
50,5,CSVs/AvC.csv,MinMaxScaler,f1,0.9731997851215711,0.9737625633277809,0.9747552723405356,0.9742476766576968,0.9745472603646498,0.9742607688657945,0.9743264854451997,0.9738259406283035,0.9728237332636065,0.9715928902109162,0.9723607800452919,0.9696420134059387,0.9756090017513157,0.9718100662499399,0.9754355834789813,0.9750256515359712,0.9746198339922401,0.9738538502317274,0.9752416584228175
51,5,CSVs/AvC.csv,StandardScaler,f1,0.9731258672984641,0.9649235869598103,0.9672783831817654,0.9641823909563904,0.9672795264704928,0.9646812813810784,0.9663681876811058,0.9634794577906133,0.9656435610743872,0.9639401304770058,0.9658580005418098,0.9678126834328978,0.9769547058676065,0.9671209822566771,0.9710820076108371,0.9667588383558174,0.9699226317396186,0.9665533095270458,0.9683356413028342
52,5,CSVs/AvC.csv,MaxAbsScaler,f1,0.9727222413682837,0.9724316613654522,0.9745633336596828,0.9721356594362961,0.9723070794570017,0.9714961702688495,0.9718835467715146,0.9715756664383994,0.9720685878648796,0.970881830602015,0.9716395135030316,0.9694038131524735,0.9756533928766202,0.970929092284012,0.9745788586242338,0.9719706326696189,0.9732710406435234,0.972004119320582,0.9741182834800928
53,5,CSVs/AvC.csv,RobustScaler,f1,0.9724814213489912,0.9641663631736053,0.9675143140141975,0.9641750127380219,0.9668566555106608,0.963531380711426,0.9661790740558833,0.961876127621877,0.9647611398317022,0.9616487396157918,0.9628943653452005,0.9650732639643227,0.9724481117956569,0.9645926206470186,0.9717668550888261,0.9664721920520016,0.9687299464915327,0.9648139370230047,0.9670419230630444
54,5,CSVs/AvC.csv,None,f1,0.9576558084345862,0.9433364639034689,0.9435904485388642,0.9420050737467918,0.942155724673942,0.9428237897577153,0.9442582898065321,0.941929693931072,0.9423704126756063,0.9407852734391196,0.9420814214775237,0.9499602898028302,0.9559022078856565,0.949039089570513,0.9516599177414534,0.9441210881018186,0.9431946468794694,0.9399262254491914,0.9461981944497826
