,CV Folds,Comparison,Scaler,Scoring Metric,Trees:10leaf1,Trees:10leaf10,Trees:10leaf13,Trees:10leaf16,Trees:10leaf19,Trees:10leaf4,Trees:10leaf7,Trees:13leaf1,Trees:13leaf10,Trees:13leaf13,Trees:13leaf16,Trees:13leaf19,Trees:13leaf4,Trees:13leaf7,Trees:16leaf1,Trees:16leaf10,Trees:16leaf13,Trees:16leaf16,Trees:16leaf19,Trees:16leaf4,Trees:16leaf7,Trees:19leaf1,Trees:19leaf10,Trees:19leaf13,Trees:19leaf16,Trees:19leaf19,Trees:19leaf4,Trees:19leaf7,Trees:1leaf1,Trees:1leaf10,Trees:1leaf13,Trees:1leaf16,Trees:1leaf19,Trees:1leaf4,Trees:1leaf7,Trees:4leaf1,Trees:4leaf10,Trees:4leaf13,Trees:4leaf16,Trees:4leaf19,Trees:4leaf4,Trees:4leaf7,Trees:7leaf1,Trees:7leaf10,Trees:7leaf13,Trees:7leaf16,Trees:7leaf19,Trees:7leaf4,Trees:7leaf7
0,5,CSVs/AvB.csv,"MinMaxScaler(copy=True, feature_range=(0, 1))",f1,0.0026634175252695596,0.0060459635179189505,0.008019371696063282,0.008089900208507318,0.007930288314386642,0.006367372782270407,0.006205456251205615,0.004598291542261001,0.007271550623448009,0.008350842283390218,0.008359703094736107,0.008537110938645827,0.007294305721785375,0.006901038451681117,0.004758147871777341,0.0075665932726407155,0.008987382697654816,0.007932840350343008,0.00851325059114052,0.007490189615338419,0.006693313439135455,0.004702786261374261,0.007141216965843274,0.008270808907033703,0.007483938782478188,0.008690295311393426,0.005904211271702843,0.007048518675456327,0.008316341464915562,0.008495066651166634,0.02156158047706011,0.006032354905735546,0.007397264052542241,0.008382521167372856,0.011985664006544,0.006507329661701453,0.005220996579657403,0.009849257399557922,0.00627774980174994,0.00475805846658751,0.005001543926007092,0.005100445435436372,0.0041744105895383365,0.005474847083988585,0.0070684588111583745,0.006305263052755059,0.007336034034302681,0.007529183043051095,0.00513087704707746
1,5,CSVs/AvB.csv,"StandardScaler(copy=True, with_mean=True, with_std=True)",f1,0.0026634175252695596,0.0060459635179189505,0.008019371696063282,0.008089900208507318,0.007930288314386642,0.006367372782270407,0.006205456251205615,0.004598291542261001,0.007271550623448009,0.008350842283390218,0.008359703094736107,0.008537110938645827,0.007294305721785375,0.006901038451681117,0.004758147871777341,0.0075665932726407155,0.008987382697654816,0.007932840350343008,0.00851325059114052,0.007490189615338419,0.006693313439135455,0.004702786261374261,0.007141216965843274,0.008270808907033703,0.007483938782478188,0.008690295311393426,0.005904211271702843,0.007048518675456327,0.008316341464915562,0.008495066651166634,0.02156158047706011,0.006032354905735546,0.007397264052542241,0.008382521167372856,0.011985664006544,0.006507329661701453,0.005220996579657403,0.009849257399557922,0.00627774980174994,0.00475805846658751,0.005001543926007092,0.005100445435436372,0.0041744105895383365,0.005474847083988585,0.0070684588111583745,0.006305263052755059,0.007336034034302681,0.007529183043051095,0.004951393998438046
2,5,CSVs/AvB.csv,MaxAbsScaler(copy=True),f1,0.0026634175252695596,0.0060459635179189505,0.008019371696063282,0.008089900208507318,0.007930288314386642,0.006367372782270407,0.006205456251205615,0.004598291542261001,0.007271550623448009,0.008350842283390218,0.008359703094736107,0.008537110938645827,0.007294305721785375,0.006901038451681117,0.004758147871777341,0.0075665932726407155,0.008987382697654816,0.007932840350343008,0.00851325059114052,0.007490189615338419,0.006693313439135455,0.004702786261374261,0.007141216965843274,0.008270808907033703,0.007483938782478188,0.008690295311393426,0.005904211271702843,0.007048518675456327,0.008316341464915562,0.008495066651166634,0.02156158047706011,0.006032354905735546,0.007397264052542241,0.008382521167372856,0.011985664006544,0.006507329661701453,0.005220996579657403,0.009849257399557922,0.00627774980174994,0.00475805846658751,0.005001543926007092,0.005100445435436372,0.0041744105895383365,0.005474847083988585,0.0070684588111583745,0.006305263052755059,0.007336034034302681,0.007529183043051095,0.00513087704707746
3,5,CSVs/AvB.csv,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)",f1,0.0025948458770305477,0.0060459635179189505,0.008019371696063282,0.008089900208507318,0.007930288314386642,0.006367372782270407,0.006205456251205615,0.004598291542261001,0.007271550623448009,0.008350842283390218,0.008359703094736107,0.008537110938645827,0.007294305721785375,0.006901038451681117,0.004758147871777341,0.0075665932726407155,0.008987382697654816,0.007932840350343008,0.00851325059114052,0.007490189615338419,0.006693313439135455,0.004702786261374261,0.007141216965843274,0.008270808907033703,0.007483938782478188,0.008690295311393426,0.005904211271702843,0.007048518675456327,0.008316341464915562,0.008495066651166634,0.02156158047706011,0.006032354905735546,0.007397264052542241,0.008382521167372856,0.011985664006544,0.006507329661701453,0.005220996579657403,0.009849257399557922,0.00627774980174994,0.00475805846658751,0.005001543926007092,0.005100445435436372,0.0041744105895383365,0.005474847083988585,0.0070684588111583745,0.006305263052755059,0.007336034034302681,0.007529183043051095,0.00513087704707746
4,5,CSVs/AvB.csv,,f1,0.0026634175252695596,0.0060459635179189505,0.008019371696063282,0.008089900208507318,0.007930288314386642,0.006367372782270407,0.006205456251205615,0.004598291542261001,0.007271550623448009,0.008350842283390218,0.008359703094736107,0.008537110938645827,0.007294305721785375,0.006901038451681117,0.004758147871777341,0.0075665932726407155,0.008987382697654816,0.007932840350343008,0.00851325059114052,0.007490189615338419,0.006693313439135455,0.004702786261374261,0.007141216965843274,0.008270808907033703,0.007483938782478188,0.008690295311393426,0.005904211271702843,0.007048518675456327,0.008316341464915562,0.008495066651166634,0.02156158047706011,0.006032354905735546,0.007397264052542241,0.008382521167372856,0.011985664006544,0.006507329661701453,0.005220996579657403,0.009849257399557922,0.00627774980174994,0.00475805846658751,0.005001543926007092,0.005100445435436372,0.0041744105895383365,0.005474847083988585,0.0070684588111583745,0.006305263052755059,0.007336034034302681,0.007529183043051095,0.00513087704707746
5,5,CSVs/AvNotA.csv,"MinMaxScaler(copy=True, feature_range=(0, 1))",f1,0.0563077148898067,0.05929986893353428,0.06212809137518382,0.06548019125290853,0.06839811045911903,0.06755617911353567,0.06374767598431154,0.06375543966243444,0.05523826124402457,0.0638065458224078,0.06335896190187545,0.06960193164945386,0.06867197008145713,0.06465800570358653,0.05806592658894492,0.06104602289599628,0.0648933104536883,0.06627192479666377,0.07030641731187016,0.06742369405305265,0.06704475739424304,0.06835533341219766,0.0642955088640406,0.06657260041919427,0.06899212942651237,0.07020446116812662,0.06653179569252751,0.06707027764826226,0.050445658349632855,0.04294023521627511,0.05633484506807234,0.058139948004489336,0.05463944211373682,0.06672142771041643,0.03924325102401656,0.05915823898512011,0.0487497186549965,0.057093369365744676,0.06056880468922408,0.07343913566396763,0.06601055987510583,0.05462651070450264,0.06327491049966534,0.06001268068816197,0.06422635662004082,0.06428664374960848,0.06676701252603914,0.06429605667256483,0.06355111480537541
6,5,CSVs/AvNotA.csv,"StandardScaler(copy=True, with_mean=True, with_std=True)",f1,0.0563077148898067,0.05919680707820041,0.06212809137518382,0.06548019125290853,0.06839811045911903,0.06755617911353567,0.06374767598431154,0.06375543966243444,0.05523826124402457,0.0638065458224078,0.06335896190187545,0.06985105415614133,0.06867197008145713,0.06465800570358653,0.05806592658894492,0.06119424951392932,0.0648933104536883,0.06627192479666377,0.07031763361679158,0.06742369405305265,0.06704475739424304,0.06835533341219766,0.0642955088640406,0.06657260041919427,0.06899212942651237,0.07045781870614985,0.06653179569252751,0.06707027764826226,0.050445658349632855,0.04294023521627511,0.05633484506807234,0.058139948004489336,0.05463944211373682,0.06638616349077617,0.03924325102401656,0.05915823898512011,0.04880087419895192,0.057093369365744676,0.06056880468922408,0.07343913566396763,0.06601055987510583,0.05462651070450264,0.06327491049966534,0.05996673051490419,0.06422635662004082,0.06428664374960848,0.06676701252603914,0.06429605667256483,0.06355111480537541
7,5,CSVs/AvNotA.csv,MaxAbsScaler(copy=True),f1,0.0563077148898067,0.059247084583687236,0.06212809137518382,0.06548019125290853,0.06839811045911903,0.06755617911353567,0.06374767598431154,0.06375543966243444,0.05523826124402457,0.0638065458224078,0.06335896190187545,0.06985105415614133,0.06894648548156256,0.06465800570358653,0.05806592658894492,0.06104602289599628,0.0648933104536883,0.06627192479666377,0.07031763361679158,0.06742369405305265,0.06704475739424304,0.06835533341219766,0.0642955088640406,0.06657260041919427,0.06899212942651237,0.07045781870614985,0.06653179569252751,0.06707027764826226,0.050445658349632855,0.04294023521627511,0.05633484506807234,0.058139948004489336,0.05463944211373682,0.06672142771041643,0.03924325102401656,0.05915823898512011,0.04880087419895192,0.057093369365744676,0.06056880468922408,0.07343913566396763,0.06626252149444073,0.05454628195494107,0.06327491049966534,0.05997978825683913,0.06422635662004082,0.06428664374960848,0.06676701252603914,0.06429605667256483,0.06355111480537541
8,5,CSVs/AvNotA.csv,"RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)",f1,0.0563077148898067,0.05919680707820041,0.06212809137518382,0.06548019125290853,0.06839811045911903,0.06755617911353567,0.06402297903176353,0.06375543966243444,0.05523826124402457,0.0638065458224078,0.06335896190187545,0.06985105415614133,0.06894648548156256,0.0649387789074061,0.05806592658894492,0.06119424951392932,0.0648933104536883,0.06627192479666377,0.07030641731187016,0.06742369405305265,0.06732541849700914,0.06835533341219766,0.0642955088640406,0.06657260041919427,0.06899212942651237,0.07045781870614985,0.06653179569252751,0.06707027764826226,0.050445658349632855,0.04294023521627511,0.05633484506807234,0.058139948004489336,0.05463944211373682,0.06638616349077617,0.03924325102401656,0.05915823898512011,0.04880087419895192,0.057093369365744676,0.06056880468922408,0.07343913566396763,0.06601055987510583,0.054895890329943874,0.06327491049966534,0.05996673051490419,0.06422635662004082,0.06428664374960848,0.06676701252603914,0.06429605667256483,0.06382029949534482
9,5,CSVs/AvNotA.csv,,f1,0.0563077148898067,0.05929986893353428,0.06212809137518382,0.06548019125290853,0.06839811045911903,0.06755617911353567,0.06374767598431154,0.06375543966243444,0.05523826124402457,0.0638065458224078,0.06335896190187545,0.06985105415614133,0.06894648548156256,0.06465800570358653,0.05806592658894492,0.06119424951392932,0.0648933104536883,0.06627192479666377,0.07030641731187016,0.06742369405305265,0.06704475739424304,0.06835533341219766,0.0642955088640406,0.06657260041919427,0.06899212942651237,0.07045781870614985,0.06653179569252751,0.06707027764826226,0.050445658349632855,0.04294023521627511,0.05633484506807234,0.058139948004489336,0.05463944211373682,0.06672142771041643,0.03924325102401656,0.05915823898512011,0.0487497186549965,0.057093369365744676,0.06056880468922408,0.07343913566396763,0.06601055987510583,0.05462651070450264,0.06327491049966534,0.06001268068816197,0.06422635662004082,0.06428664374960848,0.06676701252603914,0.06429605667256483,0.06355111480537541
